10115
4.5 , 0, 1327
8.5 , 0, 8456
8 , 0, 4594
4.75 , 0, 8632
3.75 , 0, 3732
9 , 0, 8561
0.75 , 0, 2278
5 , 0, 2153
9 , 0, 7172
11.75 , 0, 78
115 , 0, 0
1.75 , 1, 5509
7.75 , 1, 3835
4 , 1, 1682
4.75 , 1, 5584
10.25 , 1, 2806
78.5 , 1, 1
12 , 2, 950
4.25 , 2, 6663
66.25 , 2, 2
9 , 3, 7910
59 , 3, 3
3.75 , 4, 8340
0.5 , 4, 2826
7 , 4, 4633
61.25 , 4, 4
9.25 , 5, 2157
7.5 , 5, 8341
9.5 , 5, 8851
1.5 , 5, 3107
10.25 , 5, 3311
11.75 , 5, 7937
10.75 , 5, 2140
3.75 , 5, 272
114.25 , 5, 5
7.75 , 6, 9232
5.5 , 6, 7133
1.5 , 6, 6499
12 , 6, 2934
11.25 , 6, 9887
6.25 , 6, 8512
3.75 , 6, 35
9 , 6, 7824
107 , 6, 6
12 , 7, 7702
7.5 , 7, 2738
6.5 , 7, 5894
10.75 , 7, 8124
2.25 , 7, 8332
4.25 , 7, 489
10.25 , 7, 1461
3.75 , 7, 61
2.75 , 7, 954
1.75 , 7, 7607
111.75 , 7, 7
11.5 , 8, 8470
6 , 8, 2537
10.5 , 8, 5029
0.5 , 8, 4095
9 , 8, 4993
1.25 , 8, 8235
11.25 , 8, 6946
1 , 8, 896
101 , 8, 8
1 , 9, 1388
3.5 , 9, 2747
10 , 9, 5751
5 , 9, 7146
3.75 , 9, 2394
1.25 , 9, 5767
2.25 , 9, 16
4.25 , 9, 7802
81 , 9, 9
4.5 , 10, 7930
5.5 , 10, 1685
7.25 , 10, 4576
4 , 10, 1360
71.25 , 10, 10
7.75 , 11, 759
57.75 , 11, 11
12 , 12, 10045
4.25 , 12, 7547
10.75 , 12, 629
11.5 , 12, 794
5.5 , 12, 6527
7 , 12, 5370
12 , 12, 1417
113 , 12, 12
1.5 , 13, 5952
8.25 , 13, 6019
59.75 , 13, 13
1.5 , 14, 795
9.5 , 14, 3189
2.5 , 14, 1228
63.5 , 14, 14
2.75 , 15, 2753
4.5 , 15, 3227
9.25 , 15, 9017
6 , 15, 4052
10 , 15, 8145
2.5 , 15, 7407
5 , 15, 6708
2.75 , 15, 5475
10.5 , 15, 6395
103.25 , 15, 15
4 , 16, 6373
4.75 , 16, 9285
11.5 , 16, 1066
6.75 , 16, 3788
7.25 , 16, 1828
1.25 , 16, 4271
85.5 , 16, 16
5.25 , 17, 8674
6 , 17, 2175
3.5 , 17, 4647
64.75 , 17, 17
10.75 , 18, 10056
4.75 , 18, 6366
0.25 , 18, 624
8.25 , 18, 433
7.75 , 18, 180
8.75 , 18, 4110
1 , 18, 3018
6.5 , 18, 9214
98 , 18, 18
10.25 , 19, 8356
3.5 , 19, 2020
10.75 , 19, 10086
74.5 , 19, 19
5 , 20, 5352
55 , 20, 20
10.75 , 21, 5942
11.25 , 21, 7542
7.25 , 21, 6848
1.25 , 21, 6082
4.75 , 21, 9465
10 , 21, 1888
9.75 , 21, 8996
7.5 , 21, 35
112.5 , 21, 21
7.75 , 22, 9593
10.5 , 22, 3032
8.5 , 22, 5104
12 , 22, 3086
88.75 , 22, 22
7 , 23, 5930
5.5 , 23, 7987
10.5 , 23, 6355
6.25 , 23, 10031
0.75 , 23, 4871
3.5 , 23, 459
4.5 , 23, 4641
11.75 , 23, 1209
99.75 , 23, 23
6.75 , 24, 4319
1.5 , 24, 7315
0.5 , 24, 4976
7.25 , 24, 7938
8.25 , 24, 2580
8 , 24, 8851
10.75 , 24, 1906
0.5 , 24, 139
1.5 , 24, 9719
95 , 24, 24
12 , 25, 2598
2.5 , 25, 6717
9.25 , 25, 4608
6.25 , 25, 5024
5 , 25, 3112
6.25 , 25, 3342
91.25 , 25, 25
2 , 26, 3148
2.25 , 26, 3105
7.5 , 26, 7568
8.5 , 26, 6169
11 , 26, 568
3 , 26, 4613
3.75 , 26, 4320
2 , 26, 8757
2.5 , 26, 6158
8 , 26, 6144
100.5 , 26, 26
6.5 , 27, 5576
7.5 , 27, 2321
8.25 , 27, 7853
0.5 , 27, 7525
3 , 27, 8659
11.5 , 27, 1867
11 , 27, 225
9.75 , 27, 8231
7.5 , 27, 960
9.5 , 27, 352
125 , 27, 27
6.5 , 28, 9721
56.5 , 28, 28
9.5 , 29, 3057
1.5 , 29, 7462
3 , 29, 2597
11 , 29, 3044
10 , 29, 8955
7.25 , 29, 5589
9.5 , 29, 8288
2 , 29, 7927
11.75 , 29, 938
8.25 , 29, 719
123.75 , 29, 29
11.25 , 30, 1081
9.5 , 30, 2205
70.75 , 30, 30
