20230
9.5 , 0, 15674
9.25 , 0, 7844
6 , 0, 5956
5 , 0, 788
4.5 , 0, 1378
11.75 , 0, 2564
7.25 , 0, 500
8 , 0, 3544
7 , 0, 17674
8 , 0, 12141
126.25 , 0, 0
1.5 , 1, 4258
7 , 1, 8229
11.25 , 1, 11724
9.75 , 1, 1093
11 , 1, 9038
90.5 , 1, 1
3 , 2, 6865
2 , 2, 9515
55 , 2, 2
3 , 3, 18998
53 , 3, 3
4.5 , 4, 15848
8.25 , 4, 14967
3 , 4, 1966
65.75 , 4, 4
10.5 , 5, 6058
11.5 , 5, 1489
7 , 5, 9885
12 , 5, 17070
8.75 , 5, 18059
8.75 , 5, 6767
9.5 , 5, 15729
8.75 , 5, 10257
126.75 , 5, 5
0.5 , 6, 2018
0.75 , 6, 3326
1.25 , 6, 545
10 , 6, 11225
2.5 , 6, 14616
2.25 , 6, 17862
4.75 , 6, 15039
12.25 , 6, 12792
84.25 , 6, 6
0.25 , 7, 11548
10.5 , 7, 672
9 , 7, 16327
5.75 , 7, 12106
0.5 , 7, 3833
1 , 7, 6715
8.75 , 7, 2954
11.75 , 7, 17422
1 , 7, 14258
8 , 7, 8422
106.5 , 7, 7
1.75 , 8, 2496
2.75 , 8, 12478
2 , 8, 6152
2 , 8, 10954
3.75 , 8, 19252
8.25 , 8, 5256
0.25 , 8, 8310
3.75 , 8, 14768
74.5 , 8, 8
9 , 9, 1686
11.75 , 9, 13464
12.25 , 9, 4487
9.75 , 9, 695
4.5 , 9, 2810
4.5 , 9, 665
3 , 9, 16760
5.25 , 9, 11725
110 , 9, 9
1.25 , 10, 16983
9.25 , 10, 15955
1.75 , 10, 3215
7.5 , 10, 14360
69.75 , 10, 10
7.5 , 11, 17417
57.5 , 11, 11
8.75 , 12, 1515
12.25 , 12, 5346
10.75 , 12, 8824
3.75 , 12, 10314
0.25 , 12, 8868
9.5 , 12, 2939
2.5 , 12, 15136
97.75 , 12, 12
10.75 , 13, 17871
8.75 , 13, 17470
69.5 , 13, 13
9.5 , 14, 6968
9.25 , 14, 12292
3.75 , 14, 3848
72.5 , 14, 14
10.25 , 15, 9856
4 , 15, 745
4.5 , 15, 15450
0.5 , 15, 1528
1.75 , 15, 10410
11 , 15, 8246
4.75 , 15, 5917
2.5 , 15, 11863
6.5 , 15, 21
95.75 , 15, 15
4 , 16, 10679
8.75 , 16, 8838
11.75 , 16, 8555
11.75 , 16, 13203
5.5 , 16, 2772
0.75 , 16, 1448
92.5 , 16, 16
3.25 , 17, 11078
